Name	Gender	Edition	Category	MovieTitle	Director	Date
Nick Park	Male	63rd Academy Awards	Academy Award for Best Animated Short Film	Creature Comforts	Nick Park	1991-03-25T00:00:00Z
Oliver Stone	Male	62nd Academy Awards	Academy Award for Best Director	Born on the Fourth of July	Oliver Stone	1990-03-26T00:00:00Z
David Brenner	Male	62nd Academy Awards	Academy Award for Best Film Editing	Born on the Fourth of July	Oliver Stone	1990-03-26T00:00:00Z
Giuseppe Tornatore	Male	62nd Academy Awards	Academy Award for Best Foreign Language Film	Cinema Paradiso	Giuseppe Tornatore	1990-03-26T00:00:00Z
Wolfgang Lauenstein	Male	62nd Academy Awards	Academy Award for Best Animated Short Film	Balance	Christoph Lauenstein	1990-03-26T00:00:00Z
Dennis Skotak	Male	62nd Academy Awards	Academy Award for Best Visual Effects	The Abyss	James Cameron	1990-03-26T00:00:00Z
Lili Fini Zanuck	Female	62nd Academy Awards	Academy Award for Best Picture	Driving Miss Daisy	Bruce Beresford	1990-03-26T00:00:00Z
Kevin Haney	Male	62nd Academy Awards	Academy Award for Best Makeup and Hairstyling	Driving Miss Daisy	Bruce Beresford	1990-03-26T00:00:00Z
Jessica Tandy	Female	62nd Academy Awards	Academy Award for Best Actress	Driving Miss Daisy	Bruce Beresford	1990-03-26T00:00:00Z
Alfred Uhry	Male	62nd Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Driving Miss Daisy	Bruce Beresford	1990-03-26T00:00:00Z
Alan Menken	Male	62nd Academy Awards	Academy Award for Best Original Score	The Little Mermaid	John Musker	1990-03-26T00:00:00Z
Tom Schulman	Male	62nd Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Dead Poets Society	Peter Weir	1990-03-26T00:00:00Z
Richard Hymns	Male	62nd Academy Awards	Academy Award for Best Sound Editing	Indiana Jones and the Last Crusade	Steven Spielberg	1990-03-26T00:00:00Z
Peter Young	Male	62nd Academy Awards	Academy Award for Best Production Design	Batman	Tim Burton	1990-03-26T00:00:00Z
Phyllis Dalton	Female	62nd Academy Awards	Academy Award for Best Costume Design	Henry V	Kenneth Branagh	1990-03-26T00:00:00Z
Jeffrey Friedman	Male	62nd Academy Awards	Academy Award for Best Documentary Feature	Common Threads Stories from the Quilt	Jeffrey Friedman	1990-03-26T00:00:00Z
Brenda Fricker	Female	62nd Academy Awards	Academy Award for Best Supporting Actress	My Left Foot	Jim Sheridan	1990-03-26T00:00:00Z
Daniel Day-Lewis	Male	62nd Academy Awards	Academy Award for Best Actor	My Left Foot	Jim Sheridan	1990-03-26T00:00:00Z
Russell Williams	Male	62nd Academy Awards	Academy Award for Best Sound Mixing	Glory	Edward Zwick	1990-03-26T00:00:00Z
Denzel Washington	Male	62nd Academy Awards	Academy Award for Best Supporting Actor	Glory	Edward Zwick	1990-03-26T00:00:00Z
Freddie Francis	Male	62nd Academy Awards	Academy Award for Best Cinematography	Glory	Edward Zwick	1990-03-26T00:00:00Z
Charles Guggenheim	Male	62nd Academy Awards	Academy Award for Best Documentary (Short Subject)	The Johnstown Flood	Charles Guggenheim	1990-03-26T00:00:00Z
William Reeves	Male	61st Academy Awards	Academy Award for Best Animated Short Film	Tin Toy	John Lasseter	1989-03-29T00:00:00Z
Jodie Foster	Female	61st Academy Awards	Academy Award for Best Actress	The Accused	Jonathan Kaplan	1989-03-29T00:00:00Z
Kevin Kline	Male	61st Academy Awards	Academy Award for Best Supporting Actor	A Fish Called Wanda	John Cleese	1989-03-29T00:00:00Z
Marcel Ophuls	Male	61st Academy Awards	Academy Award for Best Documentary Feature	Hotel Terminus The Life and Times of Klaus Barbie	Marcel Ophuls	1989-03-29T00:00:00Z
Arthur Schmidt	Male	61st Academy Awards	Academy Award for Best Film Editing	Who Framed Roger Rabbit	Robert Zemeckis	1989-03-29T00:00:00Z
Edward Jones	Male	61st Academy Awards	Academy Award for Best Visual Effects	Who Framed Roger Rabbit	Robert Zemeckis	1989-03-29T00:00:00Z
Louis Edemann	Male	61st Academy Awards	Academy Award for Best Sound Editing	Who Framed Roger Rabbit	Robert Zemeckis	1989-03-29T00:00:00Z
Bille August	Male	61st Academy Awards	Academy Award for Best Foreign Language Film	Pelle the Conqueror	Bille August	1989-03-29T00:00:00Z
Steve La Porte	Male	61st Academy Awards	Academy Award for Best Makeup and Hairstyling	Beetlejuice	Tim Burton	1989-03-29T00:00:00Z
Geena Davis	Female	61st Academy Awards	Academy Award for Best Supporting Actress	The Accidental Tourist	Lawrence Kasdan	1989-03-29T00:00:00Z
Barry Levinson	Male	61st Academy Awards	Academy Award for Best Director	Rain Man	Barry Levinson	1989-03-29T00:00:00Z
Ronald Bass	Male	61st Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Rain Man	Barry Levinson	1989-03-29T00:00:00Z
Mark Johnson	Male	61st Academy Awards	Academy Award for Best Picture	Rain Man	Barry Levinson	1989-03-29T00:00:00Z
Dustin Hoffman	Male	61st Academy Awards	Academy Award for Best Actor	Rain Man	Barry Levinson	1989-03-29T00:00:00Z
Peter Biziou	Male	61st Academy Awards	Academy Award for Best Cinematography	Mississippi Burning	Alan Parker	1989-03-29T00:00:00Z
Stuart Craig	Male	61st Academy Awards	Academy Award for Best Production Design	Dangerous Liaisons	Stephen Frears	1989-03-29T00:00:00Z
James Acheson	Male	61st Academy Awards	Academy Award for Best Costume Design	Dangerous Liaisons	Stephen Frears	1989-03-29T00:00:00Z
Christopher Hampton	Male	61st Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Dangerous Liaisons	Stephen Frears	1989-03-29T00:00:00Z
Vern Poore	Male	61st Academy Awards	Academy Award for Best Sound Mixing	Bird	Clint Eastwood	1989-03-29T00:00:00Z
Steven Wright	Male	61st Academy Awards	Academy Award for Best Live Action Short Film	The Appointments of Dennis Jennings	Dean Parisot	1989-03-29T00:00:00Z
Malcolm Clarke	Male	61st Academy Awards	Academy Award for Best Documentary (Short Subject)	You Don't Have to Die	Bill Guttentag	1989-03-29T00:00:00Z
Dave Grusin	Male	61st Academy Awards	Academy Award for Best Original Score	The Milagro Beanfield War	Robert Redford	1989-03-29T00:00:00Z
Michael Douglas	Male	60th Academy Awards	Academy Award for Best Actor	Wall Street	Oliver Stone	1988-04-11T00:00:00Z
Rick Baker	Male	60th Academy Awards	Academy Award for Best Makeup and Hairstyling	Harry and the Hendersons	William Dear	1988-04-11T00:00:00Z
Jeremy Thomas	Male	60th Academy Awards	Academy Award for Best Picture	The Last Emperor	Bernardo Bertolucci	1988-04-11T00:00:00Z
Bernardo Bertolucci	Male	60th Academy Awards	Academy Award for Best Director	The Last Emperor	Bernardo Bertolucci	1988-04-11T00:00:00Z
Gabriella Cristiani	Female	60th Academy Awards	Academy Award for Best Film Editing	The Last Emperor	Bernardo Bertolucci	1988-04-11T00:00:00Z
Cong Su	Male	60th Academy Awards	Academy Award for Best Original Score	The Last Emperor	Bernardo Bertolucci	1988-04-11T00:00:00Z
James Acheson	Male	60th Academy Awards	Academy Award for Best Costume Design	The Last Emperor	Bernardo Bertolucci	1988-04-11T00:00:00Z
Vittorio Storaro	Male	60th Academy Awards	Academy Award for Best Cinematography	The Last Emperor	Bernardo Bertolucci	1988-04-11T00:00:00Z
Osvaldo Desideri	Male	60th Academy Awards	Academy Award for Best Production Design	The Last Emperor	Bernardo Bertolucci	1988-04-11T00:00:00Z
Bill Rowe	Male	60th Academy Awards	Academy Award for Best Sound Mixing	The Last Emperor	Bernardo Bertolucci	1988-04-11T00:00:00Z
Mark Peploe	Male	60th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	The Last Emperor	Bernardo Bertolucci	1988-04-11T00:00:00Z
Kenneth F. Smith	Male	60th Academy Awards	Academy Award for Best Visual Effects	Innerspace	Joe Dante	1988-04-11T00:00:00Z
Sean Connery	Male	60th Academy Awards	Academy Award for Best Supporting Actor	The Untouchables	Brian De Palma	1988-04-11T00:00:00Z
Olympia Dukakis	Female	60th Academy Awards	Academy Award for Best Supporting Actress	Moonstruck	Norman Jewison	1988-04-11T00:00:00Z
Cher	Female	60th Academy Awards	Academy Award for Best Actress	Moonstruck	Norman Jewison	1988-04-11T00:00:00Z
John Patrick Shanley	Male	60th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Moonstruck	Norman Jewison	1988-04-11T00:00:00Z
Gabriel Axel	Male	60th Academy Awards	Academy Award for Best Foreign Language Film	Babette's Feast	Gabriel Axel	1988-04-11T00:00:00Z
Frederic Back	Male	60th Academy Awards	Academy Award for Best Animated Short Film	The Man Who Planted Trees	Frederic Back	1988-04-11T00:00:00Z
Jana Sue Memel	Female	60th Academy Awards	Academy Award for Best Live Action Short Film	Ray's Male Heterosexual Dance Hall	Bryan Gordon	1988-04-11T00:00:00Z
Aviva Slesin	Female	60th Academy Awards	Academy Award for Best Documentary Feature	The Ten-Year Lunch	Aviva Slesin	1988-04-11T00:00:00Z
Herbie Hancock	Male	59th Academy Awards	Academy Award for Best Original Score	Round Midnight	Bertrand Tavernier	1987-03-30T00:00:00Z
Paul Newman	Male	59th Academy Awards	Academy Award for Best Actor	The Color of Money	Martin Scorsese	1987-03-30T00:00:00Z
Chris Walas	Male	59th Academy Awards	Academy Award for Best Makeup and Hairstyling	The Fly	David Cronenberg	1987-03-30T00:00:00Z
Chris Menges	Male	59th Academy Awards	Academy Award for Best Cinematography	The Mission	Roland Joffe	1987-03-30T00:00:00Z
Ruth Prawer Jhabvala	Female	59th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	A Room with a View	James Ivory	1987-03-30T00:00:00Z
John Bright	Male	59th Academy Awards	Academy Award for Best Costume Design	A Room with a View	James Ivory	1987-03-30T00:00:00Z
James Ivory	Male	59th Academy Awards	Academy Award for Best Production Design	A Room with a View	James Ivory	1987-03-30T00:00:00Z
Arnold Kopelson	Male	59th Academy Awards	Academy Award for Best Picture	Platoon	Oliver Stone	1987-03-30T00:00:00Z
Claire Simpson	Female	59th Academy Awards	Academy Award for Best Film Editing	Platoon	Oliver Stone	1987-03-30T00:00:00Z
Oliver Stone	Male	59th Academy Awards	Academy Award for Best Director	Platoon	Oliver Stone	1987-03-30T00:00:00Z
Simon Kaye	Male	59th Academy Awards	Academy Award for Best Sound Mixing	Platoon	Oliver Stone	1987-03-30T00:00:00Z
John Richardson	Male	59th Academy Awards	Academy Award for Best Visual Effects	Aliens	James Cameron	1987-03-30T00:00:00Z
Don Sharpe	Male	59th Academy Awards	Academy Award for Best Sound Editing	Aliens	James Cameron	1987-03-30T00:00:00Z
Fons Rademakers	Male	59th Academy Awards	Academy Award for Best Foreign Language Film	The Assault	Fons Rademakers	1987-03-30T00:00:00Z
Willem Thijssen	Male	59th Academy Awards	Academy Award for Best Animated Short Film	A Greek Tragedy	Nicole Van Goethem	1987-03-30T00:00:00Z
Marlee Matlin	Female	59th Academy Awards	Academy Award for Best Actress	Children of a Lesser God	Randa Haines	1987-03-30T00:00:00Z
Dianne Wiest	Female	59th Academy Awards	Academy Award for Best Supporting Actress	Hannah and Her Sisters	Woody Allen	1987-03-30T00:00:00Z
Michael Caine	Male	59th Academy Awards	Academy Award for Best Supporting Actor	Hannah and Her Sisters	Woody Allen	1987-03-30T00:00:00Z
Woody Allen	Male	59th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Hannah and Her Sisters	Woody Allen	1987-03-30T00:00:00Z
Chuck Workman	Male	59th Academy Awards	Academy Award for Best Live Action Short Film	Precious Images	Chuck Workman	1987-03-30T00:00:00Z
Lee Grant	Male	59th Academy Awards	Academy Award for Best Documentary Feature	Down and Out in America	Lee Grant	1987-03-30T00:00:00Z
Emi Wada	Female	58th Academy Awards	Academy Award for Best Costume Design	Ran	Akira Kurosawa	1986-03-24T00:00:00Z
Anjelica Huston	Female	58th Academy Awards	Academy Award for Best Supporting Actress	Prizzi's Honor	John Huston	1986-03-24T00:00:00Z
Sydney Pollack	Male	58th Academy Awards	Academy Award for Best Picture	Out of Africa	Sydney Pollack	1986-03-24T00:00:00Z
Sydney Pollack	Male	58th Academy Awards	Academy Award for Best Director	Out of Africa	Sydney Pollack	1986-03-24T00:00:00Z
Kurt Luedtke	Male	58th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Out of Africa	Sydney Pollack	1986-03-24T00:00:00Z
John Barry	Male	58th Academy Awards	Academy Award for Best Original Score	Out of Africa	Sydney Pollack	1986-03-24T00:00:00Z
David Watkin	Male	58th Academy Awards	Academy Award for Best Cinematography	Out of Africa	Sydney Pollack	1986-03-24T00:00:00Z
Stephen B. Grimes	Male	58th Academy Awards	Academy Award for Best Production Design	Out of Africa	Sydney Pollack	1986-03-24T00:00:00Z
Gary Alexander	Male	58th Academy Awards	Academy Award for Best Sound Mixing	Out of Africa	Sydney Pollack	1986-03-24T00:00:00Z
William Kelley	Male	58th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Witness	Peter Weir	1986-03-24T00:00:00Z
Thom Noble	Male	58th Academy Awards	Academy Award for Best Film Editing	Witness	Peter Weir	1986-03-24T00:00:00Z
Robert Rutledge	Male	58th Academy Awards	Academy Award for Best Sound Editing	Back to the Future	Robert Zemeckis	1986-03-24T00:00:00Z
William Hurt	Male	58th Academy Awards	Academy Award for Best Actor	Kiss of the Spider Woman	Hector Babenco	1986-03-24T00:00:00Z
Luis Puenzo	Male	58th Academy Awards	Academy Award for Best Foreign Language Film	The Official Story	Luis Puenzo	1986-03-24T00:00:00Z
Zoltan Elek	Male	58th Academy Awards	Academy Award for Best Makeup and Hairstyling	Mask	Peter Bogdanovich	1986-03-24T00:00:00Z
Don Ameche	Male	58th Academy Awards	Academy Award for Best Supporting Actor	Cocoon	Ron Howard	1986-03-24T00:00:00Z
David Berry	Male	58th Academy Awards	Academy Award for Best Visual Effects	Cocoon	Ron Howard	1986-03-24T00:00:00Z
Geraldine Page	Female	58th Academy Awards	Academy Award for Best Actress	The Trip to Bountiful	Peter Masterson	1986-03-24T00:00:00Z
Victoria Mudd	Female	58th Academy Awards	Academy Award for Best Documentary Feature	Broken Rainbow	Victoria Mudd	1986-03-24T00:00:00Z
Jeffrey D. Brown	Male	58th Academy Awards	Academy Award for Best Live Action Short Film	Molly's Pilgrim	Jeffrey D. Brown	1986-03-24T00:00:00Z
Richard Dembo	Male	57th Academy Awards	Academy Award for Best Foreign Language Film	Dangerous Moves	Richard Dembo	1985-03-25T00:00:00Z
Jim Clark	Male	57th Academy Awards	Academy Award for Best Film Editing	The Killing Fields	Roland Joffe	1985-03-25T00:00:00Z
Chris Menges	Male	57th Academy Awards	Academy Award for Best Cinematography	The Killing Fields	Roland Joffe	1985-03-25T00:00:00Z
Haing S. Ngor	Male	57th Academy Awards	Academy Award for Best Supporting Actor	The Killing Fields	Roland Joffe	1985-03-25T00:00:00Z
Robert Benton	Male	57th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Places in the Heart	Robert Benton	1985-03-25T00:00:00Z
Sally Field	Female	57th Academy Awards	Academy Award for Best Actress	Places in the Heart	Robert Benton	1985-03-25T00:00:00Z
Saul Zaentz	Male	57th Academy Awards	Academy Award for Best Picture	Amadeus	Milos Forman	1985-03-25T00:00:00Z
Milos Forman	Male	57th Academy Awards	Academy Award for Best Director	Amadeus	Milos Forman	1985-03-25T00:00:00Z
Paul LeBlanc	Male	57th Academy Awards	Academy Award for Best Makeup and Hairstyling	Amadeus	Milos Forman	1985-03-25T00:00:00Z
F. Murray Abraham	Male	57th Academy Awards	Academy Award for Best Actor	Amadeus	Milos Forman	1985-03-25T00:00:00Z
Theodor Pistek	Male	57th Academy Awards	Academy Award for Best Costume Design	Amadeus	Milos Forman	1985-03-25T00:00:00Z
Patrizia von Brandenstein	Female	57th Academy Awards	Academy Award for Best Production Design	Amadeus	Milos Forman	1985-03-25T00:00:00Z
Peter Shaffer	Male	57th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Amadeus	Milos Forman	1985-03-25T00:00:00Z
Todd Boekelheide	Male	57th Academy Awards	Academy Award for Best Sound Mixing	Amadeus	Milos Forman	1985-03-25T00:00:00Z
Lorne Peterson	Male	57th Academy Awards	Academy Award for Best Visual Effects	Indiana Jones and the Temple of Doom	Steven Spielberg	1985-03-25T00:00:00Z
Peggy Ashcroft	Female	57th Academy Awards	Academy Award for Best Supporting Actress	A Passage to India	David Lean	1985-03-25T00:00:00Z
Maurice Jarre	Male	57th Academy Awards	Academy Award for Best Original Score	A Passage to India	David Lean	1985-03-25T00:00:00Z
Jon Minnis	Male	57th Academy Awards	Academy Award for Best Animated Short Film	Charade	Jon Minnis	1985-03-25T00:00:00Z
Marjorie Hunt	Female	57th Academy Awards	Academy Award for Best Documentary (Short Subject)	The Stone Carvers	Marjorie Hunt	1985-03-25T00:00:00Z
Mike Hoover	Male	57th Academy Awards	Academy Award for Best Live Action Short Film	Up	Mike Hoover	1985-03-25T00:00:00Z
Prince	Male	57th Academy Awards	Academy Award for Best Original Song Score	Purple Rain	Albert Magnoli	1985-03-25T00:00:00Z
Marilyn Bergman	Female	56th Academy Awards	Academy Award for Best Original Song Score	Yentl	Barbra Streisand	1984-04-09T00:00:00Z
Linda Hunt	Female	56th Academy Awards	Academy Award for Best Supporting Actress	The Year of Living Dangerously	Peter Weir	1984-04-09T00:00:00Z
James L. Brooks	Male	56th Academy Awards	Academy Award for Best Picture	Terms of Endearment	James L. Brooks	1984-04-09T00:00:00Z
James L. Brooks	Male	56th Academy Awards	Academy Award for Best Director	Terms of Endearment	James L. Brooks	1984-04-09T00:00:00Z
Shirley MacLaine	Female	56th Academy Awards	Academy Award for Best Actress	Terms of Endearment	James L. Brooks	1984-04-09T00:00:00Z
Jack Nicholson	Male	56th Academy Awards	Academy Award for Best Supporting Actor	Terms of Endearment	James L. Brooks	1984-04-09T00:00:00Z
James L. Brooks	Male	56th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Terms of Endearment	James L. Brooks	1984-04-09T00:00:00Z
Ingmar Bergman	Male	56th Academy Awards	Academy Award for Best Foreign Language Film	Fanny and Alexander	Ingmar Bergman	1984-04-09T00:00:00Z
Sven Nykvist	Male	56th Academy Awards	Academy Award for Best Cinematography	Fanny and Alexander	Ingmar Bergman	1984-04-09T00:00:00Z
Marik Vos-Lundh	Female	56th Academy Awards	Academy Award for Best Costume Design	Fanny and Alexander	Ingmar Bergman	1984-04-09T00:00:00Z
Susanne Lingheim	Female	56th Academy Awards	Academy Award for Best Production Design	Fanny and Alexander	Ingmar Bergman	1984-04-09T00:00:00Z
