id,journal,abstract
1280,D,"Although climate-driven hazards have been widely implicated as a key threat to food security in the delta regions of the developing world, the empirical basis of this assertion has centred predominantly on the food availability dimension of food security. Little is known if climatic hazards could affect the food access of delta-resident households and who is likely to be at risk and why. We explored these questions by using the data from a sample of households resident within the Ganges-Brahmaputra-Meghna (GBM) delta in Bangladesh. We used an index-based analytical approach by drawing on the vulnerability and food security literature. We computed separate vulnerability indices for flood, cyclone, and riverbank erosion and assessed their effects on household food access through regression modelling. All three vulnerability types demonstrated significant negative effects on food access; however, only flood vulnerability could significantly reduce a household's food access below an acceptable threshold. Households that were less dependent on natural resources for their livelihoods - including unskilled day labourers and grocery shop owners - were significantly more likely to have unacceptable level of food access due to floods. Adaptive capacity, measured as a function of household asset endowments, proved more important in explaining food access than the exposure-sensitivity to flood itself. Accordingly, we argue that improving food security in climatic hazard-prone areas of developing country deltas would require moving beyond agriculture or natural resources focus and promoting hazard-specific, all-inclusive and livelihood-focused asset-building interventions. We provide an example of a framework for such interventions and reflect on our analytical approach."
1281,D,"Many developing countries are undergoing a profound transformation of food systems and retail environments. Especially in urban areas, a rapid growth of supermarkets is observed, which can affect consumer food choices and diets. Supermarkets may improve access to diverse foods at affordable prices, but may also encourage a switch from unprocessed to highly-processed and energy-dense foods that contribute to obesity. However, the use of supermarkets is positively correlated with income. That supermarkets already play an important role for the diets of many urban consumers does not necessarily mean that this is also true for the poorest population segments that are of particular interest for development policy. This article analyzes the diets and food purchase patterns of poor urban consumers in Kenya and Uganda. Representative data were collected from households in the slums of Nairobi and Kampala. The data show that the majority of these households are undernourished. They buy most food items in unprocessed form from various traditional retail outlets, including mom-and-pop shops, local markets, and kiosks. Relatively few sample households buy any of their food in supermarkets. Supermarkets account for only 3% and 0.4% of all food expenditures of slum dwellers in Nairobi and Kampala, respectively. Reasons for the low supermarket use of these poor households are discussed. The findings suggest that a focus on the modern retail sector alone will not suffice to ensure food and nutrition security for all."
1282,D,"A sufficient intake of fruits can alleviate micronutrient deficiencies and reduces the risks of a number of associated diseases. In many parts of sub-Saharan Africa, however, the production and consumption of fruits are inadequate on average and in particular so in specific seasons. To better incorporate fruits into local food systems while addressing the challenge of seasonal availability, World Agroforestry (ICRAF) has developed a methodology based on """"fruit tree portfolios"""" that selects socio-ecologically suitable and nutritionally important fruit tree species for farm production, to meet local consumption needs. We here present this approach and illustrate it with data from a case study involving Western and Eastern Kenya. The approach uses mixed methods to capture on-farm fruit tree diversity and seasonality at a household level (n = 600 in our case study), the months of household's food security and insecurity (n = 600) and food consumption patterns at an individual level, to identify dietary gaps (n = 294 women and child pairs in our example). In our case study, 31 fruit tree species were reported on farms in our Western Kenya sample (9 of which were indigenous) and 51 (27 indigenous) in Eastern Kenya. In addition, the median number of food-insecure months per household was four (ranging from 0 to 9 months) in Eastern Kenya and three (0 to 12 months) in Western Kenya. Finally, using 24-h recalls the proportion of women that had consumed a fruit the day before the interview was around 55% in Western Kenya and 80% in Eastern Kenya, with consumption averaging 93 and 131 g, respectively. Using these parameters for each site and fruit tree phenology and food composition data sets, we derived context-specific recommendations that involve promoting 11 fruit tree species to address micronutrient gaps."
1283,D,"Efforts to increase global food supply through increased productivity and intensity of cropping are well documented. However, the literature on measurement of food losses and wastage and techniques to reduce them is scanty. This study aimed at providing credible evidence on the levels of food losses and wastage at each node along the entire wheat value chain in Jordan - from farm to fork. The """"life cycle of food"""" approach, along with standard protocols developed in line with international initiatives led by the World Resources Institute (WRI) were used for physical measurements and estimation of losses at each node. Our results show that 34% of the total wheat supply in Jordan (both from local production and imports) is lost or wasted - costing the country about US$105 million per year, which is also associated with high levels of losses in natural resources. We found that postharvest losses are more important in Jordan where, at a level of 12.95%, wastage during consumption by households ranks first. Households reported that 67% of the household food waste was fed to animals. This means Jordan is losing 43% and 48% respectively of total protein and energy for every 1US$ spent on bread that is fed to animals instead of barley. These results call for a concerted effort by individuals, civic societies, NGOs and the government towards awareness raising and measures targeting reduction of wastage, especially during consumption. The Government of Jordan has recently reviewed the subsidy on bread, raising hopes that it will reduce consumption losses."
1284,D,"Assessing progress towards healthier people, farms and landscapes through nutrition-sensitive agriculture (NSA) requires transdisciplinary methods with robust models and metrics. Farm-household models could facilitate disentangling the complex agriculture-nutrition nexus, by jointly assessing performance indicators on different farm system components such as farm productivity, farm environmental performance, household nutrition, and livelihoods. We, therefore, applied a farm-household model, FarmDESIGN, expanded to more comprehensively capture household nutrition and production diversity, diet diversity, and nutrient adequacy metrics. We estimated the potential contribution of an NSA intervention targeting the diversification of home gardens, aimed at reducing nutritional gaps and improving livelihoods in rural Vietnam. We addressed three central questions: (1) Do 'Selected Crops' (i.e. crops identified in a participatory process) in the intervention contribute to satisfying household dietary requirements?; (2) Does the adoption of Selected Crops contribute to improving household livelihoods (i.e. does it increase leisure time for non-earning activities as well as the dispensable budget)?; and (3) Do the proposed nutrition-related metrics estimate the contribution of home-garden diversification towards satisfying household dietary requirements? Results indicate trade-offs between nutrition and dispensable budget, with limited farm-household configurations leading to jointly improved nutrition and livelihoods. FarmDESIGN facilitated testing the robustness and limitations of commonly used metrics to monitor progress towards NSA. Results indicate that most of the production diversity metrics performed poorly at predicting desirable nutritional outcomes in this modelling study. This study demonstrates that farm-household models can facilitate anticipating the effect (positive or negative) of agricultural interventions on nutrition and the environment, identifying complementary interventions for significant and positive results and helping to foresee the trade-offs that farm-households could face. Furthermore, FarmDESIGN could contribute to identifying agreed-upon and robust metrics for measuring nutritional outcomes at the farm-household level, to allow comparability between contexts and NSA interventions."
1285,H,"Let G be a finite, simple, and undirected graph with vertex set V(G) and edge set E(G). A super edge-magic labeling of G is a bijection f: V(G) boolean OR E(G). {1, 2,..., vertical bar V(G)vertical bar + vertical bar E(G)vertical bar} such that f(V(G)). {1, 2,..., vertical bar V(G)vertical bar} and f(u) + f(uv) + f(v) is a constant for every edge uv is an element of E(G). +esuper edge-magic labeling f ofG is called consecutively super edge-magic ifG is a bipartite graph with partite sets A and B such that f(A) = {1, 2,..., vertical bar A vertical bar} and f(B) = {vertical bar A vertical bar + 1, vertical bar A vertical bar + 2,..., vertical bar V(G)vertical bar}. A graph that admits (consecutively) super edge-magic labeling is called a (consecutively) super edge-magic graph. The super edge-magic deficiency of G, denoted by mu(s)(G), is either the minimum nonnegative integer n such that G boolean OR nK(1) is super edge-magic or +infinity if there exists no such n. The consecutively super edge-magic deficiency of a graph G is defined by a similar way. In this paper, we investigate the (consecutively) super edge-magic deficiency of subdivision of double stars. We show that, some of them have zero (consecutively) super edge-magic deficiency."
1286,H,"Aluminum alloy material is an important component material in the safe flight of aircraft. It is very important and necessary to predict the fatigue crack growth between holes of aviation aluminum alloy materials. At present, the investigation on the prediction of the cracks between two holes and multiholes is a key problem to be solved. Due to the fact that the fatigue crack growth test of aluminum alloy plate with two or three holes was carried out by the MTS fatigue testing machine, the crack length growth data under different test conditions were obtained. In this paper, support vector regression (SVR) was used to fit the crack data, and the parameters of SVR are optimized by the grid search algorithm at the same time. And then the model of SVR to predict the crack length was established. Discussion on the results shows that the prediction model is effective. Furthermore, the crack growth between three holes was predicted accurately through the model of the crack law between two holes under the same load form."
1287,H,"In this paper, we investigate on the number of all possible real matrices representing a quaternion number as three 4x4 skew-symmetric matrices plus the identity matrix of order 4, and how to determine these matrices. We establish that there are 96 distinct real matrices having this property, and by matrix row operations, we obtain these matrices."
1288,H,"In this work, a reliable technique is used for the solution of a system of Volterra integral equations (VIEs), called optimal homotopy asymptotic method (OHAM). The proposed technique is successfully applied for the solution of different problems, and comparison is made with the relaxed Monto Carlo method (RMCM) and hat basis function method (HBFM). The comparisons show that the present technique is more suitable and reliable for the solution of a system of VIEs. The presented technique uses auxiliary function containing auxiliary constants, which control the convergence. Moreover, OHAM does not require discretization like other numerical methods and is also free from small or large parameter."
1289,H,"In this paper, we introduce the concept of new type of F-contractive type for quasipartial b-metric spaces and some definitions and lemmas. Also, we will prove a new fixed-point theorem in quasipartial b-metric spaces for F-contractive type mappings. In addition, we give an application which illustrates a situation when Banach's fixed-point theorem for complete quasipartial b-metric spaces cannot be applied, while the conditions of our theorem are satisfying."
1290,H,"In recent years, with the rapid development of economy, industrial pollution problems have become more and more serious. In this paper, a differential game model is proposed for industrial pollution management, in which public participation is taken into consideration. Then, a feedback Nash equilibrium (FBNE) solution is obtained among the government, enterprises, and the public. Finally, a numerical example is given to illustrate the results. The results show that the public participation will take a positive part in forcing enterprises to reduce emissions. Furthermore, with the increase of the probability of the public reporting the illegal discharge of pollutants by enterprises, the probability of enterprises' active emission reduction will also greatly increase"
1291,H,"In this paper, small modification on Improved Euler's method (Heun's method) is proposed to improve the efficiency so as to solve ordinary differential equations with initial condition by assuming the tangent slope as an average of the arithmetic mean and contra-harmonic mean. In order to validate the conclusion, the stability, consistency, and accuracy of the system were evaluated and numerical results were presented, and it was recognized that the proposed method is more stable, consistent, and accurate with high performance."
1292,H,"Let G be a graph with n vertices. For every real alpha is an element of [0, 1], write A(alpha)(G) for the matrix A(alpha)(G) = alpha D( G) + (1 - alpha) A(G), where A(G) and D(G) denote the adjacency matrix and the degree matrix of G, respectively. *e collection of eigenvalues of A(alpha)(G) together with multiplicities are called the A(alpha)-spectrum of G. A graph G is said to be determined by its A(alpha)-spectrum if all graphs having the same A(alpha)-spectrum as G are isomorphic to G. In this paper, we show that some joins are determined by their A(alpha)-spectra for alpha is an element of (0, 1/2) or (1/2, t1)."
1293,H,"This theoretical study explores the impact of heat generation/absorption with ramp wall velocity and ramp wall temperature on the magnetohydrodynamic (MHD) time-dependent Oldroyd-B fluid over an unbounded plate embedded in a porous surface. The mathematical analysis of fractional governing partial differential equations has been established using systematic and powerful techniques of Laplace transform with its numerical inversion algorithms. The fractionalized solutions have been traced out separately through all fractional differential operators. Nondimensional parameters along with Laplace transformation are used to find the solution of temperature and velocity profiles. Fractional time derivatives are used to analyze the impact of fractional parameters (memory effect) on the dynamics of the fluid. While making a comparison, it is observed that the fractional-order model is the best to explain the memory effect as compared to classical models. The obtained solutions are plotted graphically for different values of physical parameters. Our results suggest that the velocity profile decreases by increasing the effective Prandtl number. Furthermore, the existence of an effective Prandtl number may reflect the control of the thickness of momentum and enlargement of thermal conductivity."
1294,H,"In this paper, we prove that the deformed Riemannian extension of any affine Szabo manifold is a Szabo pseudo-Riemannian metric and vice versa. We prove that the Ricci tensor of an affine surface is skew-symmetric and nonzero everywhere if and only if the affine surface is Szabo. We also find the necessary and sufficient condition for the affine Szabo surface to be recurrent. We prove that, for an affine Szabo recurrent surface, the recurrence covector of a recurrence tensor is not locally a gradient."
1295,H,"In this article, the necessary conditions on s-type Orlicz generalized difference sequence space to generate an operator ideal have been examined. Therefore, the s-type Orlicz generalized difference sequence space which fails to generate an operator ideal has been shown. We investigate the sufficient conditions on this sequence space to be premodular Banach special space of sequences, and the constructed pre-quasi operator ideal becomes small, simple, closed, Banach space and has eigenvalues identical with its s-numbers."
1296,H,"In this paper, a new concept k-size edge resolving set for a connected graph G in the context of resolvability of graphs is defined. Some properties and realizable results on k-size edge resolvability of graphs are studied. The existence of this new parameter in different graphs is investigated, and the k-size edge metric dimension of path, cycle, and complete bipartite graph is computed. It is shown that these families have unbounded k-size edge metric dimension. Furthermore, the k-size edge metric dimension of the graphs P-m P-n, P-m C-n for m, n >= 3 and the generalized Petersen graph is determined. It is shown that these families of graphs have constant k-size edge metric dimension."
1297,H,"Let M be a set of positive integers. A set S of nonnegative integers is called an M-set if a and b is an element of S, then a-b is not an element of M. If S subset of 0,1, ,n is an M-set with the maximal cardinality, then S is called a maximal M-set of 0,1, ... ,n. If S boolean AND 0,1, ... ,n is a maximal M-set of 0,1, ... ,n for all integers n >= 0, then we call S an optimal M-set. In this paper, we study the existence of an optimal M-set."
1298,H,"In this paper, the problem of fuzzy adaptive control of unknown nonlinear fractional-order systems with external disturbances and unknown control directions is studied. We exploit a decomposition of the control gain matrix into a symmetric positive-definite matrix, a diagonal matrix with diagonal entries +1 or 1, and a unity upper triangular matrix. Fuzzy logic systems are used for estimating the unknown nonlinear functions. Based on the fractional Lyapunov direct method and some proposed lemmas, a novel fuzzy adaptive controller is designed. The proposed method can guarantee that all the signals in the closed-loop systems remain bounded and the tracking errors converge to an arbitrary small region of the origin. In addition, for updating the parameters of the fuzzy system, fractional-order adaptations laws are proposed. Lastly, an illustrative example is given to demonstrate the effectiveness of the proposed results."
1299,H,"In the competitive market situation, several companies confer various types of incentives and facilities during product sell to their customers with certain terms and conditions. For the products such as mobile, TV, water purifiers, marshal products, and many more, its corresponding companies offer replacement facility during the guarantee period to enhance the customers' demand. In this study, we have formulated a production inventory model with considering product's replacement facility of the failure product within guarantee periods to their customers. This work also leads two vital assumptions: (i) customers' demand is depending on the replacement period, stock level, and selling price of the product and (ii) the rate of replacement loss of manufacturer's capital is dependent on the replacement period, and it is a nonlinear function. Since the corresponding optimization problem is highly nonlinear, we have solved it by MATHEMATICA software. The concavity of the centre of interval-valued average profit of the proposed model is shown graphically. In order to justify the validity of the proposed model, a numerical example is considered and solved. Finally, the sensitivity analyses are carried out with respect to the different model parameters."
1300,H,"In this manuscript, we propose some sufficient conditions for the existence of solution for the multivalued orthogonal F-contraction mappings in the framework of orthogonal metric spaces. As a consequence of results, we obtain some interesting results. Also as application of the results obtained, we investigate Ulam's stability of fixed point problem and present a solution for the Caputo-type nonlinear fractional integro-differential equation. An example is also provided to illustrate the usability of the obtained results."
1301,H,"The neutrosophic cubic sets (NCSs) attained attraction of many researchers in the current time, so the need to discuss and study their stability was felt. Thus, in this article, we discuss the three types of stability of NCSs such as truth-stability, indeterminacy-stability, and falsity-stability. We define the left (resp., right) truth-left evaluative set, left (resp., right) indeterminacy-evaluative set, and left (resp., right) falsity-evaluative set. A new notion of stable NCSs, partially stable NCSs, and unstable NCSs is defined. We observe that every NCS needs not to be a stable NCS but each stable NCS must be an NCS, i.e., every internal NCS is a stable NCS but an external NCS may or may not be a stable NCS. We also discuss some conditions under which the left and right evaluative points of an external NCS becomes a neutrosophic bipolar fuzz set. We have provided the condition under which an external NCS becomes stable. Moreover, we discuss the truth-stable degree, indeterminacy-stable degree, and falsity-stable degree of NCSs. We have also defined an almost truth-stable set, almost indeterminacy-stable set, almost falsity-stable set, almost partially stable set, and almost stable set with examples. Application of stable NCSs is given with a numerical example at the end."
1302,H,"In this paper, we are interested to deal with unified integral operators for strongly phi-convex function. We will present refinements of bounds of these unified integral operators and use them to get associated results for fractional integral operators. Several known results are connected with particular assumptions."
1303,H,"The 1-crossing index of a graph G is the smallest integer k such that the kth iterated line graph of G has crossing number greater than 1. In this paper, we show that the 1-crossing index of a graph is either infinite or it is at most 5. Moreover, we give a full characterization of all graphs with respect to their 1-crossing index."
1304,H,"The main aim of this article is to introduce a new type of q-Chlodowsky and q-Szasz-Durrmeyer hybrid operators on weighted spaces. To this end, we give approximation properties of the modified new q-Hybrid operators. Moreover, in the weighted spaces, we examine the rate of convergence of the modified new q-Hybrid operators by means of moduli of continuity. In addition, we derive Voronovskaja's type asymptotic formula for the related operators."
1305,H,"Suppose that p and q are two distinct odd prime numbers with n=pq. In this paper, the uniform representation of general two-prime generalized cyclotomy with order two over DOUBLE-STRUCK CAPITAL Zn was demonstrated. Based on this general generalized cyclotomy, a type of binary sequences defined over Fl was presented and their minimal polynomials and linear complexities were derived, where l=rs with a prime number r and gcd (l, n) =1. The results have indicated that the linear complexities of these sequences are high without any special requirements on the prime numbers. Furthermore, we employed these sequences to obtain a few cyclic codes over F-l with length n and developed the lower bounds of the minimum distances of many cyclic codes. It is important to stress that some cyclic codes in this paper are optimal."
1306,H,"Let R be an associative ring with identity and M be a unitary right R-module. A submodule N of M is called a uniformly primal submodule provided that the subset B of R is uniformly not right prime to N, if there exists an element s is an element of M-N with sRB subset of N. The set adj( N) = {r is an element of R vertical bar tmRrn subset of qNh for Some m is an element of CM} is uniformly not prime to N.*is paper is concerned with the properties of uniformly primal submodules. Also, we generalize the prime avoidance theorem for modules over noncommutative rings to the uniformly primal avoidance theorem for modules."
1307,H,"A picture fuzzy set (PFS) is an augmentation of Atanassov's intuitionistic fuzzy set (IFS). The PFS-based models are useful in the circumstances when we face uncertain and vague information, especially in the case when we need more answers of the form """"indeed,"""" """"avoid,"""" """"no,"""" and """"refusal."""" It has been considered as an essential tool to deal with unsure data during an investigation. In this manuscript, we explore the idea of a picture fuzzy near-ring (PFNR) and a picture fuzzy ideal (PFI) of a near-ring (NR). We illustrate some basic properties such as union, intersection, homomorphic image, and preimage of PFIs of a NR. Furthermore, there is discussion about the direct product of PFIs of a NR."
1308,H,"We use the notions of left- and right-complete quasi-b-metric spaces and partial ordered sets to obtain a couple of common fixed-point results for strictly weakly isotone increasing mappings and relatively weakly increasing mappings, which satisfy a pair of almost generalized contractive conditions. To illustrate our results, throughout the paper, we give several relevant examples. Further, we use our results to establish sufficient conditions for existence and uniqueness of solution of a system of nonlinear matrix equations and a pair of fractional differential equations. Finally, we provide a nontrivial example to validate the sufficient conditions for nonlinear matrix equations with numerical approximations."
1309,H,"The Brownian motion and thermophoretic impacts attained a noticeable intention of the recent researchers because these factors trigger the thermal conductivity of the nanofluid. In this study, we focus on radiation and Soret effects on a slanted stretchable sheet. Buongiorno's model is taken into account with Brownian motion and thermophoretic effects. Compatible transformations are implemented to attain the nonlinear differential equation from the boundary value PDE's. The physical quantities of practical interest are treated by graphically as well as numerically. For numerical results, the Keller box technique is applied. The numerical outcomes through tabulated magnitudes performed a good settlement with already existing results. Energy transfer rate against involved factor exhibited via graphs. Energy and mass transport rates enhance against increment in Soret factor while skin friction diminishes. Moreover, Nusselt number and Sherwood number decrease on improving inclination while skin friction increases."
1310,H,"In this paper, we study the generalized derivations of MA-semirings with involution. We discuss some differential identities satisfied by the generalized derivations which force the semirings with involution to be commutative."
1311,H,"This paper is dealt with the following system of difference equations x(n+1) = (a(n)/x(n)) + (b(n)/y(n)), y(n+1) = (c(n)/x(n)) + (d(n)/y(n)), where n is an element of N-0 = N boolean OR {0}, the initial values x(0) and y(0) are the positive real numbers, and the sequences (a(n))(n >= 0), (b(n))(n >= 0), (c(n))(n >= 0), and (d(n))(n >= 0) are two-periodic and positive. The system is an extension of a system where every positive solution is two-periodic or converges to a two-periodic solution. Here, the long-term behavior of positive solutions of the system is examined by using a new method to solve the system."
1312,H,The object of the this paper is to derive some interesting properties of certain subclasses of meromorphically p-valent functions which are defined by using an integral operator.
1313,H,"The method of paired comparisons (PC) is widely used to rank items using sensory evaluations. The PC models are developed to provide basis for such comparisons. In this study, the Weibull PC model is analyzed under the Bayesian paradigm using noninformative priors and different loss functions, namely, Squared Error Loss Function (SELF), Quadratic Loss Function (QLF), DeGroot Loss Function (DLF), and Precautionary Loss Function (PLF). Numerical approximation is used to illustrate the entire estimation procedure. A real dataset showing usage preferences for different cellphone brands, Huawei (HW), Samsung (SS), Oppo (OP), QMobile (QM), and Nokia (NK), is used. Quadrature method is used to evaluate the Bayes estimates, their posterior risks, preference probabilities, predictive probabilities, and posterior probabilities to establish and verify ranking order of the competing cellphone brands under study. The results show that the paired comparison model under the study using Bayesian approach involving various loss functions can offer mathematical approach to evaluate cellphone brand preferences. The ranking provided by the model is justifiable according to the usage preference for these cellphone brands. The ranking given by the model indicates that cellphone brand Samsung is preferred the most and QMobile is the least preferred. The plausibility of the model is also assessed using the Chi square test of goodness of fit."
1314,H,"In the paper, the aggregate constraint-shifting homotopy method for solving general nonconvex nonlinear programming is considered. The aggregation is only about inequality constraint functions. Without any cone condition for the constraint functions, the existence and convergence of the globally convergent solution to the K-K-T system are obtained for both feasible and infeasible starting points under much weaker conditions."
1315,H,"The present work deals with the construction, development, and analysis of a viable normalized predictor-corrector-type nonstandard finite difference scheme for the SEIR model concerning the transmission dynamics of measles. The proposed numerical scheme double refines the solution and gives realistic results even for large step sizes, thus making it economical when integrating over long time periods. Moreover, it is dynamically consistent with a continuous system and unconditionally convergent and preserves the positive behavior of the state variables involved in the system. Simulations are performed to guarantee the results, and its effectiveness is compared with well-known numerical methods such as Runge-Kutta (RK) and Euler method of a predictor-corrector type."
1316,H,"A novel procedure is utilized to investigate the surface waves between two finite conducting fluids streaming through a porous medium in the presence of a horizontal electric field. Normal mode analysis is applied to study two- and three-dimension disturbances cases. The quadratic dispersion equation of complex coefficients representing the system is derived and discussed. It is noted that based on appropriate data selections, the stability criteria do not depend on the medium permeability. It is found that electrical conductivities, viscosities, medium porosity, and surface tension enhance the stability of the system while the dimension and the fluid velocities decrease the stability of the system. Finally, the fluid depths have a dual role (stabilizing as well as destabilizing effects) on the system."
1317,H,"A novel and efficient numerical method is developed based on interpolating scaling functions to solve 2D Fredholm integral equations (FIE). Using the operational matrix of integral for interpolating scaling functions, FIE reduces to a set of algebraic equations that one can obtain an approximate solution by solving this system. The convergence analysis is investigated, and some numerical experiments confirm the accuracy and validity of the method. To show the ability of the proposed method, we compare it with others."
1318,H,"In this paper, we investigate some properties of the Pochhammer (p, s, k)-symbol (p)[xi](n,k,s) and gamma (p, s, k)-function (p)Gamma(s,k) (xi). We then prove several identities for newly defined symbol (p)[xi](n,k,s) and the function (p)Gamma(s,k)(xi). *e integral representations for the gamma (p, s, k)-function and beta (p, s, k)-function are presented. Also, we define a new Mittag-Leffler (p, s, k)-function and study its analytic properties and its transforms."
1319,H,"Based on fuzzy logic systems and prescribed performance technology, this paper investigated the stable tracking problem of a class of nonlinear systems with unknown dead-zone inputs. Firstly, the original system is transformed into an equivalent system. Then, a Nussbaum-type function is added in the predefined performance controller to estimate the unknown control direction, and the boundedness of all signals in the closed-loop system is guaranteed. In addition, tracking errors will always remain within the prescribed performance boundaries. Finally, a comparative simulation example shows the effectiveness of the method proposed in this paper."
1320,I,"Increased use of solar collectors in buildings is necessary but poses major challenges in existing built environ ments, especially where architectural quality is an issue. The large size of solar systems at the building scale requires careful planning, as they may easily end up compromising the aesthetics of buildings, threatening the identity of entire contexts. A new method named LESO-QSV(for Laboratoire d'Energie SOlaire - Qualite Sensibilite-Visibilite) has been developed to help authorities promote solar energy use while preserving the quality of pre-existing urban areas. The vision underlining the approach is that solar integration is possible also in delicate contexts, if appropriate design efforts and adequate cost investments are made. The issue is then no longer to be in favour or against the use of solar systems in cities, but rather to define appropriate local levels of integration quality, and to identify the factors needed to initiate smart solar energy policies able to preserve the quality of pre-existing urban contexts while promoting solar energy use. The LESO-QSV method helps tackle these issues with clear and objective proposals: First it clarifies the notion of architectural integration quality and proposes a simple evaluation method, based on a set of criteria derived from pre-existing literature. Then it helps authorities set and implement local acceptability requirements, introducing the notion of architectural """"criticity"""" of city surfaces (LESO-QSV acceptability). The concept of """"criticity"""", at the basis of the whole approach, is defined by the Sensitivity of the urban context where the solar system is planned, combined with its Visibility (close and remote) from the public domain. The more sensitive the urban area and the more visible the system (high """"criticity""""), the higher the need for integration quality. In practice, authorities will be in charge to set the desired integration quality levels for each of the defined """"criticity"""" situations, considering local specificities (energy context, available energy sources, political and social considerations, city identity and topography, among others). To help authorities set these quality expectations, the software LESO-QSV Grid has been developed. It illustrates the acceptance impact of pre-defined sets of quality requirements, using a large number of integration examples (150 emblematic cases). These detailed examples are provided to show authorities how to objectively evaluate integration quality, but they also constitute a large set of learning examples, good and bad, for architects, installers and building owners. Finally the method proposes a way to tailor solar energy policies to local urban specificities by mapping the architectural """"criticity"""" of city buildings surfaces, and crossing this information with a city solar irradiation map (LESO-QSV crossmapping), hence completing the characterization of the building surfaces with the potentially required effort of integration."
1321,I,"Many solar forecast algorithms based on ground based sky imagery apply the red-blue ratio (RBR) method to classify image pixels as clear or cloudy, by comparing the current image with the corresponding image from a clear sky library (CSL). The CSL needs to be updated regularly due to changes in clear sky readings over time caused by aerosols and imager dome properties. This clear sky library is typically created by visually scrutinizing daily sky videos and selecting appropriate clear sky periods. This practice takes a significant amount of time and manual intervention can result in human errors. To avoid this, an automated CSL algorithm (ACSL) was developed which filters each image for clear sky features including maximum green pixel brightness, average RBR, and red channel difference by pixel with respect to the previous image. The root mean square difference (RMSD) between the image RBR of the manually created CSL and the ACSL for November and April 2013 at UC San Diego were observed to be less than 6% over the full range of solar zenith angles. The ACSL was found to be more representative of clear conditions than its manual counterpart."
1322,I,"Building integration using thin-film flexible photovoltaic (PV) cells with load-carrying structures requires understanding of their electrical performance under continuous mechanical loadings. Limited results mainly focus on the electrical performance of PV cells under certain fixed mechanical strains. In this paper, an approach is examined to continuously apply tensile strains on PV cell specimens; therefore the short circuit current (I-SC) and open circuit voltage (V-OC) are constantly monitored. Two types of PV cells are studied under the proposed approach including amorphous silicon (a-Si) and organic PV cells and the results demonstrate its practicability to determine the critical tensile strains reliably for both PV types. It is found that V-OC is more sensitive than I-SC to the applied tensile strain for both types of PV cells and substantial degradation in Voc for a-Si cells initiates at the tensile strain of 1.51%. For organic cells, significant reduction in V-OC is observed at the critical tensile strain of 1.46% in association with yielding of the substrate. While noticeable degradation can be only observed in I-SC from 1.67% strain for a-Si PV cells and from 3.09% strain for organic ones. In addition, linear declines with temperature in Voc of both PV types are quantified for temperatures over 30 degrees C."
1323,I,"The application of tempered glass has made it possible to significantly reduce the support pillar number within evacuated glazing (EG) since tempered glass (T-glass) is four to ten times mechanically stronger than annealed glass (A-glass). The thermal transmittance (U-value) of 0.4 m by 0.4 m double evacuated glazing (DEG) with 4 mm thick T-glass and A-glass panes with emittance of 0.03 were determined to be 0.3 Wm(-2)K(-1) and 0.57 Wm(-2)K(-1), respectively (47.4% improvement) using previously experimentally validated finite volume model. The thermal transmittance (U-value) of 0.4 m by 0.4 m triple evacuated glazing (TEG) with 4 mm thick T glass and A-glass panes with emittance of 0.03 were determined to be 0.11 Wm(-2)K(-1) and 0.28 Wm(-2)K(-1), respectively (60.7% improvement). The improvement in the U-value of EG with T-glass is due to a reduction in support pillar number, leading to reduction in heat conduction through pillar array. The impact of tempered glass on the thermal transmittance for TEG is greater than that of DEG since radiative heat transfer in TEG is much lower than that in DEG, thus the reduction in heat conduction resulted from the reduction of support pillar number in TEG is much larger than that in DEG."
1324,I,"Hybrid perovskite solar cells (PSC) have gained stupendous achievement in single/tandem solar cell, semitransparent solar cell and flexible devices. Aiming for potential commercialization of perovskite photovoltaic technology, up scalable processing is crucial for all function layers in PSC. Herein we present a study on room temperature magnetron sputtering of tin oxide electron transporting layer (ETL) and apply it in a large area PSC for low cost and continues manufacturing. The SnO2 sputtering targets with varied oxygen and deposition models are used. Specifically, the working gas ratio of Ar/O-2 during the radio frequency sputtering process plays a crucial role to obtain optimized SnO2 film. The sputtered SnO2 films demonstrate similar morphological and crystalline properties, but significant varied defect states and carrier transportation roles in the PSC devices. With further modification of thickness of SnO2, the PSCs based on sputtered SnO2 ETL shows a champion efficiency of 18.20% in small area and an efficiency of 14.71% in sub-module with an aperture area of 16.07 cm(2), which is the highest efficiency of perovskite sub module with sputtered ETLs."
1325,I,"The iron vanadium oxide semiconductor Fe2V4O13 has interesting properties as an absorbent material for the conversion of solar energy. In this work the electronic, magnetic and optical properties of Fe2V4O13 have been obtained and analyzed from theoretical calculations and compared with experimental results. From the results, the main contributions to the optical properties come from the transitions between O-V states. The optical properties have been used to evaluate this compound as a solar energy converter using mono- and multi-junction configurations."
